상품명,가격,링크
ASUS ROG STRIX G713IM 17인치 고성능 영상편집 배그 롤 게이밍 <b>노트북</b>,1549000,https://search.shopping.naver.com/gate.nhn?id=84365929651
LG전자 LG그램 15ZD95P-GX5BK,1228850,https://search.shopping.naver.com/gate.nhn?id=30281792618
HP Victus 16-d1141TX,1599000,https://search.shopping.naver.com/gate.nhn?id=31200407623
<b>노트북</b> 디클 클릭북 D141+ 업무용 재택근무 저렴한 인강용 사무용 싼 가성비 <b>노트북</b>,259000,https://search.shopping.naver.com/gate.nhn?id=10011113250
LG전자 그램16 16ZD90P-GX7LK,1488490,https://search.shopping.naver.com/gate.nhn?id=26165103522
한성컴퓨터 언더케이지 TFX4470HW,899000,https://search.shopping.naver.com/gate.nhn?id=23230130490
레노버 아이디어패드 Slim3-17IAU 5D,749000,https://search.shopping.naver.com/gate.nhn?id=32982980618
삼성전자 <b>노트북</b>5 NT500R5Z-K58BA,698000,https://search.shopping.naver.com/gate.nhn?id=20884537478
기가바이트 어로스 5 SE4,1869000,https://search.shopping.naver.com/gate.nhn?id=33062576620
삼성전자 <b>노트북</b> 플러스2 NT550XDA-KC33W,738990,https://search.shopping.naver.com/gate.nhn?id=26760710523
ASUS 젠북 14X OLED UM5401QA-KN030,1299000,https://search.shopping.naver.com/gate.nhn?id=29590246618
ASUS 비보북 X413EA-CP008,449000,https://search.shopping.naver.com/gate.nhn?id=32933907618
삼성전자 <b>노트북</b>PEN NT950QAA-X716A,2120200,https://search.shopping.naver.com/gate.nhn?id=12986554104
LG전자 그램360 16TD90P-GX56K,1369000,https://search.shopping.naver.com/gate.nhn?id=26658622522
LG전자 울트라PC 15U480-GR36K,697890,https://search.shopping.naver.com/gate.nhn?id=15020272320
레노버 V14 ADA 82C6005YKR,319000,https://search.shopping.naver.com/gate.nhn?id=30455935619
LG전자 17Z95P-GR5BK,1373400,https://search.shopping.naver.com/gate.nhn?id=30312855622
HP 파빌리온 x360 14-ek0070TU,829000,https://search.shopping.naver.com/gate.nhn?id=33677236618
LG전자 그램17 17Z95N-OA76K,1818990,https://search.shopping.naver.com/gate.nhn?id=27188010522
LG전자 그램15 15Z90Q-GA76K,2018990,https://search.shopping.naver.com/gate.nhn?id=32941493619
삼성전자 오디세이 NT850XCJ-YC716,1748990,https://search.shopping.naver.com/gate.nhn?id=24539375533
삼성전자 <b>노트북</b>5 NT550EBV-AD5BA,687990,https://search.shopping.naver.com/gate.nhn?id=20666864532
LG전자 그램16 16ZD90P-GX7BK,1308990,https://search.shopping.naver.com/gate.nhn?id=25272338522
IGNIQ 리트북 15A,269000,https://search.shopping.naver.com/gate.nhn?id=27279069522
레노버 아이디어패드 Slim3-14ALC R3 82KT007MKR,394000,https://search.shopping.naver.com/gate.nhn?id=27629960524
ASUS G15 GA503RM-HQ060,1899000,https://search.shopping.naver.com/gate.nhn?id=32785696621
LG전자 그램14 14Z95N-G.ARTMK,930990,https://search.shopping.naver.com/gate.nhn?id=31335421620
HP 250 G8-363U4PC,828000,https://search.shopping.naver.com/gate.nhn?id=26322667522
삼성전자 <b>노트북</b>5 NT500R5Z-K78BA,798990,https://search.shopping.naver.com/gate.nhn?id=21615946587
삼성전자 <b>노트북</b> 플러스2 NT550XDA-KH29G,598990,https://search.shopping.naver.com/gate.nhn?id=29504778624
레노버 아이디어패드 Slim3-15IML PD 81WB00JAKR,329000,https://search.shopping.naver.com/gate.nhn?id=31369671618
LG전자 울트라PC 15UD40Q-GX70K,924900,https://search.shopping.naver.com/gate.nhn?id=30615994618
삼성전자 갤럭시북 프로360 NT950QDB-KC71S,1637990,https://search.shopping.naver.com/gate.nhn?id=27047235523
LG전자 그램14 14ZD90P-GX70K,1413770,https://search.shopping.naver.com/gate.nhn?id=25273172522
LG전자 울트라PC 15U490-GR36K,697890,https://search.shopping.naver.com/gate.nhn?id=20427187728
삼성전자 리퍼 삼성 <b>노트북</b> NT371B5J i5 8G SSD256 Win10,315300,https://search.shopping.naver.com/gate.nhn?id=27416562148
LG전자 15.6인치 <b>노트북</b> 사무용 가정용 온라인강의 윈도우10홈,229000,https://search.shopping.naver.com/gate.nhn?id=83200051926
LG전자 14ZD95P-GX5LK,1390870,https://search.shopping.naver.com/gate.nhn?id=32148331618
DELL 인스피론 15 5510 DN5510-UB06KR,849000,https://search.shopping.naver.com/gate.nhn?id=29587791626
HP Victus 16-e0104AX,1409000,https://search.shopping.naver.com/gate.nhn?id=28207370522
Apple 맥북 프로 13 2022년 M2 8코어 CPU 및 10코어 GPU 256G 스페이스 그레이 (MNEH3KH/A),1654700,https://search.shopping.naver.com/gate.nhn?id=33091369619
마이크로소프트 서피스 프로8 i5 8GB 128GB 플래티넘,1365000,https://search.shopping.naver.com/gate.nhn?id=84166728618
한성컴퓨터 TFX7240P,1049000,https://search.shopping.naver.com/gate.nhn?id=33100822618
베이직스 베이직북14 2세대,550000,https://search.shopping.naver.com/gate.nhn?id=24887819523
삼성전자 <b>노트북</b>3 NT340XAZ-AD1A,968990,https://search.shopping.naver.com/gate.nhn?id=15632922908
LG전자 울트라PC 15UD50P-LX20K,428890,https://search.shopping.naver.com/gate.nhn?id=31406541618
삼성전자 갤럭시북 프로 NT950XDC-XC71S,1716210,https://search.shopping.naver.com/gate.nhn?id=27146328522
레노버 리전 7i 16ITHg I7 3070 PRO,2298000,https://search.shopping.naver.com/gate.nhn?id=31568408618
LG전자 그램15 15Z90P-GR56K,1487490,https://search.shopping.naver.com/gate.nhn?id=27440250522
ASUS 비보북 S 14X S5402ZA-M9137,1069000,https://search.shopping.naver.com/gate.nhn?id=32353823621
레노버 아이디어패드 L3-15IML 블리자드 화이트,541000,https://search.shopping.naver.com/gate.nhn?id=22265794765
주연테크 젠 L6CF35T,979000,https://search.shopping.naver.com/gate.nhn?id=29882056618
DELL 인스피론 15 5510 DN5510-UB07KR,1099000,https://search.shopping.naver.com/gate.nhn?id=33335309626
LG전자 14Z90P-GA5IK,1398990,https://search.shopping.naver.com/gate.nhn?id=25308383522
HP 프로북 450 G8-2Z9A6PA,1179000,https://search.shopping.naver.com/gate.nhn?id=25411302522
삼성전자 갤럭시북 프로360 NT950QDB-KC59G,1789990,https://search.shopping.naver.com/gate.nhn?id=30628690619
삼성전자 갤럭시북 플렉스 알파 NT730QCR-A38A,1398990,https://search.shopping.naver.com/gate.nhn?id=23056003490
삼성전자 갤럭시북2 프로 NT950XEE-XF58S,1738890,https://search.shopping.naver.com/gate.nhn?id=31421888618
삼성전자 갤럭시북 플렉스2 NT950QDA-XC71B,2063990,https://search.shopping.naver.com/gate.nhn?id=25595303523
LG전자 그램16 16Z90P-GA76K,1558990,https://search.shopping.naver.com/gate.nhn?id=25255999522
ASUS 비보북 15 OLED S513EA-LCP05,649000,https://search.shopping.naver.com/gate.nhn?id=29937455621
LG전자 그램17 17ZD90N-VX30K,1329990,https://search.shopping.naver.com/gate.nhn?id=21653030845
LG전자 울트라PC 15U50N-KR56K,946940,https://search.shopping.naver.com/gate.nhn?id=22578315690
LG전자 그램15 15Z90N-VR50K,1418990,https://search.shopping.naver.com/gate.nhn?id=21552462930
LG전자 울트라PC 15U50N-GR36K,608990,https://search.shopping.naver.com/gate.nhn?id=22578315694
삼성전자 <b>노트북</b>5 NT550EBV-AD2A,539000,https://search.shopping.naver.com/gate.nhn?id=21083968423
LG전자 그램15 15ZD90N-VX30K,1108920,https://search.shopping.naver.com/gate.nhn?id=21645920149
ASUS G14 GA401QEC-K2064T 알렌워커 에디션,1699000,https://search.shopping.naver.com/gate.nhn?id=33757046625
레노버 V14-82C600LMKR,348100,https://search.shopping.naver.com/gate.nhn?id=29424162620
MSI 크리에이터 Z17 A12UHST-i9 WIN11,5198990,https://search.shopping.naver.com/gate.nhn?id=32861589618
델 게이밍 <b>노트북</b> G15 UB02KR 고사양 배그 롤 게임용 <b>노트북</b> 저렴 가성비 <b>노트북</b>,1449000,https://search.shopping.naver.com/gate.nhn?id=84111632565
게이밍<b>노트북</b>렌탈 코어 i7-7700HQ B타입 단기임대 게임용<b>노트북</b> 대여 3일,66000,https://search.shopping.naver.com/gate.nhn?id=83047777074
HP 파빌리온 15-eh2044AU,815800,https://search.shopping.naver.com/gate.nhn?id=32004222629
삼성전자 갤럭시북 S NT767XCM-K58S WIFI,899000,https://search.shopping.naver.com/gate.nhn?id=23318680490
ASUS ROG Flow X13 GV301RA-LJ039W,1599000,https://search.shopping.naver.com/gate.nhn?id=33226419620
삼성전자 갤럭시북 NT755XDA-K71AS,1488990,https://search.shopping.naver.com/gate.nhn?id=27149792522
삼성전자 <b>노트북</b>5 NT500R5Z-K58A,697990,https://search.shopping.naver.com/gate.nhn?id=20884458338
ASUS ROG STRIX G17 G713RM-LL121 17인치 배그 롤 고성능 <b>노트북</b>,2190000,https://search.shopping.naver.com/gate.nhn?id=84228280616
레노버 씽크패드 T14s GEN2 20XFS00B00,1548990,https://search.shopping.naver.com/gate.nhn?id=30454046619
삼성전자 갤럭시북 프로360 NT950QDB-KC59S,1448000,https://search.shopping.naver.com/gate.nhn?id=29140211621
ASUS G733CW-LL005W,3699000,https://search.shopping.naver.com/gate.nhn?id=32724495620
기가바이트 어로스 15P XD,1614280,https://search.shopping.naver.com/gate.nhn?id=31680487618
레노버 리전 Legion 5 15ACH R7 3060 PRO,1409000,https://search.shopping.naver.com/gate.nhn?id=30893598618
에이서 니트로5 게이밍 <b>노트북</b>  AN515-45-3070,1558420,https://search.shopping.naver.com/gate.nhn?id=28221269522
ASUS X515EA-BQ041,645840,https://search.shopping.naver.com/gate.nhn?id=27214981523
사무용 <b>노트북</b>렌탈 <b>노트북</b>임대 <b>노트북</b>대여 LG i3 최신사양 장기 단기 1일,8000,https://search.shopping.naver.com/gate.nhn?id=84350118030
삼성전자 <b>노트북</b>5 NT550EBE-K24A,628990,https://search.shopping.naver.com/gate.nhn?id=18848777951
LG전자 그램16 16Z90P-GA7LK,1559000,https://search.shopping.naver.com/gate.nhn?id=25308878526
Apple 맥북 프로 14 CTO 2021년 M1 Pro (8C CPU 14C GPU)/32GB/512GB,246210,https://search.shopping.naver.com/gate.nhn?id=30416341620
ASUS F17 FX707ZC-HX035,1334800,https://search.shopping.naver.com/gate.nhn?id=31201961618
레노버 리전 5i Pro 16ITH I7 STORM 3070,1869000,https://search.shopping.naver.com/gate.nhn?id=31568629618
삼성전자 <b>노트북</b>9 METAL NT900X3H-K39L,798990,https://search.shopping.naver.com/gate.nhn?id=13411849910
레노버 씽크북 16p 20YM0002KR,1449000,https://search.shopping.naver.com/gate.nhn?id=29654061619
레노버 V15 ITL 82KB00J1KR,388530,https://search.shopping.naver.com/gate.nhn?id=28741740556
레노버 아이디어패드 V15 ADA - 82C700KMKR,387030,https://search.shopping.naver.com/gate.nhn?id=30892939618
삼성전자 갤럭시북 프로 NT950XDC-XC58B,1289970,https://search.shopping.naver.com/gate.nhn?id=27046772522
LG전자 그램360 14TD90Q-GX5BK,1678000,https://search.shopping.naver.com/gate.nhn?id=32557956619
HP 14s-dq2573TU,475930,https://search.shopping.naver.com/gate.nhn?id=28543711555
LG전자 그램15 15Z90N-VR56K,1479890,https://search.shopping.naver.com/gate.nhn?id=21481322377
삼성전자 <b>노트북</b> 플러스2 NT550XDZ-GD7AG,1388990,https://search.shopping.naver.com/gate.nhn?id=25312565522
DELL XPS 13 Plus DX9320-WP01KR,2199000,https://search.shopping.naver.com/gate.nhn?id=32787346618
[3만P 적 립/오늘출발] Flipbook 플립북 14 Wireless 무선 덱스 2in1 <b>노트북</b> 삼성 Dex 갤럭시 스마트폰 미러링,449000,https://search.shopping.naver.com/gate.nhn?id=84233890002
LG전자 울트라PC 15UD50N-GX39K,499000,https://search.shopping.naver.com/gate.nhn?id=32170475618
기가바이트 AERO 16 YE5 OLED,4869000,https://search.shopping.naver.com/gate.nhn?id=31317912620
게이밍 <b>노트북</b>렌탈 <b>노트북</b>대여 MSI i7 RTX3050 고사양 <b>노트북</b>임대 장기 단기 1일,25000,https://search.shopping.naver.com/gate.nhn?id=84270269367
LG전자 그램14 14Z90P-GA56K,1339600,https://search.shopping.naver.com/gate.nhn?id=25255938522
LG전자 울트라기어 17U70P-FA76K,1849990,https://search.shopping.naver.com/gate.nhn?id=26573746522
ASUS X1603ZA-MB139,799000,https://search.shopping.naver.com/gate.nhn?id=31677031618
삼성전자 <b>노트북</b> 플러스2 NT550XDA-KC33G,748890,https://search.shopping.naver.com/gate.nhn?id=26760697522
레노버 아이디어패드 Slim3-15ITL 7D2,679000,https://search.shopping.naver.com/gate.nhn?id=29230410618
레노버 씽크패드 E14 G3 20Y7000LKD,581030,https://search.shopping.naver.com/gate.nhn?id=28294721554
MSI Sword GF66 A11UE 화이트,1230000,https://search.shopping.naver.com/gate.nhn?id=28176101522
삼성전자 <b>노트북</b>PEN NT930QBE-K37WD,1609790,https://search.shopping.naver.com/gate.nhn?id=23231855490
마이크로소프트 서피스 프로8 8PQ-00014,1485000,https://search.shopping.naver.com/gate.nhn?id=30496628618
LG전자 그램17 17ZD90P-GX30K,1389990,https://search.shopping.naver.com/gate.nhn?id=25510732522
LG전자 울트라PC 16U70Q-HA56K,1308990,https://search.shopping.naver.com/gate.nhn?id=33515750618
레노버 요가 Slim7 Carbon 14ACN6 82L0004XKR,1599000,https://search.shopping.naver.com/gate.nhn?id=31420928623
HP 빅터스 16-d1142TX i7 12세대 RTX3060 게이밍<b>노트북</b> (PRO),1659000,https://search.shopping.naver.com/gate.nhn?id=84176172379
기가바이트 A7 K1 R7,1349000,https://search.shopping.naver.com/gate.nhn?id=31024261624
LG전자 그램14 14ZD990-LX10K,697640,https://search.shopping.naver.com/gate.nhn?id=20703642882
LG전자 LG그램 16Z95P-GA7WK,1458990,https://search.shopping.naver.com/gate.nhn?id=30365649619
레노버 요가 Slim7 Pro 14IHU i5 IPS MX450,1049000,https://search.shopping.naver.com/gate.nhn?id=31722568618
삼성전자 <b>노트북</b>9 ALWAYS NT900X3Y-AD2S,1310400,https://search.shopping.naver.com/gate.nhn?id=11479095084
레노버 씽크패드 T16 Gen1-21BVS00700,1499000,https://search.shopping.naver.com/gate.nhn?id=33597511618
삼성전자 갤럭시북2 NT750XED-KH39G,1155140,https://search.shopping.naver.com/gate.nhn?id=32290683620
ASUS ROG 게이밍 고성능 영상편집 포토샵 17인치 240Hz <b>노트북</b> RTX 3080,2779000,https://search.shopping.naver.com/gate.nhn?id=84325684185
LG전자 그램15 15Z90N-EB36K,1179920,https://search.shopping.naver.com/gate.nhn?id=26159554522
삼성전자 갤럭시북 플렉스 NT930QCG-K58A,1549000,https://search.shopping.naver.com/gate.nhn?id=21490663533
LG전자 LG그램 17ZD95P-GX5LK,1437990,https://search.shopping.naver.com/gate.nhn?id=31517763619
LG 울트라PC 윈도우 탑재 14인치 초등학생 인강용 업무용 저가 <b>노트북</b> 저렴 싼,399000,https://search.shopping.naver.com/gate.nhn?id=83718736488
LG전자 그램17 17Z90P-OA76K,1883890,https://search.shopping.naver.com/gate.nhn?id=26922404522
삼성전자 갤럭시북2 프로 NT930XED-KC51S,1578290,https://search.shopping.naver.com/gate.nhn?id=31501291621
삼성전자 갤럭시북 이온 NT950XCJ-X716A,2048990,https://search.shopping.naver.com/gate.nhn?id=21490860929
LG전자 그램15 15Z990-HA70K <b>노트북</b>,1659100,https://search.shopping.naver.com/gate.nhn?id=16855760786
LG전자 울트라PC 15U70N-GR56K,1229990,https://search.shopping.naver.com/gate.nhn?id=21730016821
LG 그램 2022 터치<b>노트북</b> 16T90P 대학생 업무용 <b>노트북</b> 싼 가성비 <b>노트북</b>,1859000,https://search.shopping.naver.com/gate.nhn?id=84120361706
레노버 씽크패드 X1 카본 G10 21CBS00200,2649000,https://search.shopping.naver.com/gate.nhn?id=33172734618
삼성전자 갤럭시북 프로360 NT930QDB-KC58S,1349990,https://search.shopping.naver.com/gate.nhn?id=27059265525
HP VICTUS 16-d1121TX,1199000,https://search.shopping.naver.com/gate.nhn?id=30977850619
MSI 프레스티지 15 A12UC,1649000,https://search.shopping.naver.com/gate.nhn?id=31366288618
삼성전자 갤럭시북2 프로 NT950XEE-XL51G,1739990,https://search.shopping.naver.com/gate.nhn?id=32255680618
LG전자 LG그램 15Z95N GP79ML,1725990,https://search.shopping.naver.com/gate.nhn?id=33760425618
LG전자 그램17 17Z990-VA70K,1638000,https://search.shopping.naver.com/gate.nhn?id=17563031397
ASUS G17 G713RM-KH053,1629490,https://search.shopping.naver.com/gate.nhn?id=31233076624
IGNIQ 리트북 15B,299000,https://search.shopping.naver.com/gate.nhn?id=30230778618
DELL 래티튜드 5520 <b>노트북</b> i5 11세대 / 4K UHD IPS / Win10Pro,1190000,https://search.shopping.naver.com/gate.nhn?id=83487314545
레노버 리전 5i 15ITH I5 3050Ti Pro,999000,https://search.shopping.naver.com/gate.nhn?id=29505340618
삼성전자 갤럭시북 프로360 NT950QDB-KC71G,1686990,https://search.shopping.naver.com/gate.nhn?id=27049344522
Apple 맥북 에어 2020년형 256G 스페이스 그레이 (MWTJ2KH/A),1325400,https://search.shopping.naver.com/gate.nhn?id=22579976048
삼성전자 갤럭시북2 프로360 NT930QED-KC51D,1837400,https://search.shopping.naver.com/gate.nhn?id=31436188618
HP 엘리트북 650 G9 6J946PA,1338980,https://search.shopping.naver.com/gate.nhn?id=33716973618
ASUS T3300KA-LQ021WS,579000,https://search.shopping.naver.com/gate.nhn?id=33332170618
삼성전자 <b>노트북</b> PEN S NT950SBE-X716,2253400,https://search.shopping.naver.com/gate.nhn?id=16675196331
LG전자 그램14 14Z90Q-GA5LK,1598660,https://search.shopping.naver.com/gate.nhn?id=33441629618
삼성전자 갤럭시북2 NT750XED-KH29G,1070240,https://search.shopping.naver.com/gate.nhn?id=32290672619
삼성전자 갤럭시북 플렉스2 NT930QDZ-A58AZ,1906840,https://search.shopping.naver.com/gate.nhn?id=25308707522
ASUS F17 FX706HEB-HX113,1089000,https://search.shopping.naver.com/gate.nhn?id=31233532618
삼성전자 <b>노트북</b>9 ALWAYS NT930XBV-A58A,1391030,https://search.shopping.naver.com/gate.nhn?id=16892360346
DELL 인스피론 16 5620-WH05KR,1419000,https://search.shopping.naver.com/gate.nhn?id=31944740621
삼성전자 <b>노트북</b> 플러스2 NT550XDA-KC58G,898990,https://search.shopping.naver.com/gate.nhn?id=25562605526
레노버 Slim 3 15ADA05 81W1009WKR,289000,https://search.shopping.naver.com/gate.nhn?id=27490541527
기가바이트 어로스 15P KD,1463000,https://search.shopping.naver.com/gate.nhn?id=27873726525
기가바이트 어로스 17G XD,1663230,https://search.shopping.naver.com/gate.nhn?id=27596198525
LG전자 울트라PC 14U380-EU1TK,430000,https://search.shopping.naver.com/gate.nhn?id=14375287982
HP 15s-fq5100TU,649000,https://search.shopping.naver.com/gate.nhn?id=32982634618
포유디지탈 아이뮤즈 스톰북14 아폴로,339000,https://search.shopping.naver.com/gate.nhn?id=13320380269
삼성전자 갤럭시북 플렉스2 NT950QDA-XC71Z,2255050,https://search.shopping.naver.com/gate.nhn?id=25595239522
삼성전자 <b>노트북</b> 플러스 NT550XCJ-XF58W,1319990,https://search.shopping.naver.com/gate.nhn?id=22692457340
LG전자 그램360 14T90P-GR5GK,1499480,https://search.shopping.naver.com/gate.nhn?id=31133300618
삼성전자 <b>노트북</b>3 NT340XAZ-AD3A,648990,https://search.shopping.naver.com/gate.nhn?id=15695778577
레노버 씽크북 14 ITL 20VD0051KR,649000,https://search.shopping.naver.com/gate.nhn?id=28378244554
레노버 씽크패드 E15 GEN3-20YG0010KD,735790,https://search.shopping.naver.com/gate.nhn?id=28409285554
[대여] LG그램 갤럭시북 이온 2022년형 <b>노트북</b>렌탈 임대 렌트,15000,https://search.shopping.naver.com/gate.nhn?id=82513695188
레노버 아이디어패드 Slim3-15IIL 5D,530500,https://search.shopping.naver.com/gate.nhn?id=22764017637
삼성전자 갤럭시북 이온 NT930XCJ-K38,1090000,https://search.shopping.naver.com/gate.nhn?id=21614164302
레노버 Slim7 Pro 14ACH R5 MX450 2.2K DOS,1109120,https://search.shopping.naver.com/gate.nhn?id=30529558619
HP OMEN 16-b1031TX,2197000,https://search.shopping.naver.com/gate.nhn?id=32243989618
레노버 V14 ALC-82KC0011KR,416130,https://search.shopping.naver.com/gate.nhn?id=27534818522
삼성전자 갤럭시북 플렉스 알파 NT730QCR-A716A,1829990,https://search.shopping.naver.com/gate.nhn?id=23054593490
레이저 BLADE 15 Advanced 12Gen R3060 QHD 블레이드 <b>노트북</b>,3499000,https://search.shopping.naver.com/gate.nhn?id=84090903378
LG전자 울트라PC 15U50P-GR3WK,599000,https://search.shopping.naver.com/gate.nhn?id=27093388522
삼성전자 <b>노트북</b>5 METAL NT560XBV-GD5A,1048990,https://search.shopping.naver.com/gate.nhn?id=16932826362
LG전자 그램360 16TD90P-GX70K,1618990,https://search.shopping.naver.com/gate.nhn?id=26950898522
LG전자 그램360 14TD90Q-GX5GK,1678000,https://search.shopping.naver.com/gate.nhn?id=32985356619
삼성전자 <b>노트북</b>7 NT750XBV-G517A,1420000,https://search.shopping.naver.com/gate.nhn?id=20399218377
LG전자 그램17 17ZD95N-GX76K,1495990,https://search.shopping.naver.com/gate.nhn?id=27212788522
HP 파빌리온 Aero 13-be0141AU,896000,https://search.shopping.naver.com/gate.nhn?id=27927269522
레노버 Slim3 14ITL PD,349000,https://search.shopping.naver.com/gate.nhn?id=27358391522
삼성전자 <b>노트북</b>9 METAL NT900X3J-K24W,898990,https://search.shopping.naver.com/gate.nhn?id=13280728271
LG전자 울트라기어 15U780-PA76K,1458000,https://search.shopping.naver.com/gate.nhn?id=13018807758
ASUS 젠북 14 UM3402YA-KP095W,1299000,https://search.shopping.naver.com/gate.nhn?id=31676709619
LG전자 그램 2in1 14TD90N-VX50K,1222500,https://search.shopping.naver.com/gate.nhn?id=21647887074
LG전자 17Z90Q-GA7WK,2319990,https://search.shopping.naver.com/gate.nhn?id=31516340620
삼성전자 <b>노트북</b>7 Force NT760XBV-G58A,1879000,https://search.shopping.naver.com/gate.nhn?id=21544301557
LG전자 17Z90Q-EA5WK,2315640,https://search.shopping.naver.com/gate.nhn?id=32934683632
Apple 맥북 프로 13형 2020년형 M1 256G 스페이스 그레이 (MYD82KH/A),2100000,https://search.shopping.naver.com/gate.nhn?id=25040163523
LG전자 그램15 15Z995-VR50K,1458790,https://search.shopping.naver.com/gate.nhn?id=21713413518
삼성전자 <b>노트북</b>7 NT730XBV-A58A,1999990,https://search.shopping.naver.com/gate.nhn?id=19552496863
